,precision,recall,f1-score,support
Falso,0.9542302357836339,0.9173333333333333,0.9354180829367778,750.0
Verdadeiro,0.920410783055199,0.956,0.9378678875081753,750.0
accuracy,0.9366666666666666,0.9366666666666666,0.9366666666666666,0.9366666666666666
macro avg,0.9373205094194164,0.9366666666666666,0.9366429852224765,1500.0
weighted avg,0.9373205094194164,0.9366666666666666,0.9366429852224765,1500.0
